ComEd Basic Electric Service Residential Purchased Energy Charge (PEC),ComEd Basic Electric Service Demand Non-Electric Space Heating Purchased Energy Charge (PEC),ComEd Basic Electric Service Watt-Hour Non-Electric Space Heating Purchased Energy Charge (PEC),ComEd Basic Electric Service Non-Residential Electric Space Heating Purchased Energy Charge (PEC),Ameren Illinois Residential Residential BGS 1,Ameren Illinois Small Commercial Small Commercial BGS 2 - Primary,Ameren Illinois Small Commercial Small Commercial BGS 2 - Secondary,Ameren Illinois Small Commercial Small Commercial BGS 2 - High Voltage,DATE
0.07528986343063554,0.0714220059821434,0.07105282826690673,0.06920333609689608,0.07500692134886312,0.09459599672489928,0.09661947842624607,0.0934935685151012,2025-04-01 01:00:00
0.07528986343063554,0.0714220059821434,0.07105282826690673,0.06920333609689608,0.07500692134886312,0.09459599672489928,0.09661947842624607,0.0934935685151012,2025-05-01 01:00:00
0.062188773149789794,0.06738165081255493,0.06691148391135983,0.06232612111738832,0.06970739145064454,0.09447403539502461,0.09667735784798248,0.09327599888260703,2025-06-01 01:00:00
0.062188773149789794,0.06738165081255493,0.06691148391135983,0.06232612111738832,0.06970739145064454,0.09447403539502461,0.09667735784798248,0.09327599888260703,2025-07-01 01:00:00
0.062188773149789794,0.06738165081255493,0.06691148391135983,0.06232612111738832,0.06970739145064454,0.09447403539502461,0.09667735784798248,0.09327599888260703,2025-08-01 01:00:00
0.062188773149789794,0.06738165081255493,0.06691148391135983,0.06232612111738832,0.06970739145064454,0.09447403539502461,0.09667735784798248,0.09327599888260703,2025-09-01 01:00:00
0.08924901353259684,0.08499566369270395,0.08455632424128974,0.08235533853215385,0.0872998232234959,0.10995595701316656,0.11230800017221555,0.10867452277658696,2025-10-01 01:00:00
0.08924901353259684,0.08499566369270395,0.08455632424128974,0.08235533853215385,0.0872998232234959,0.10995595701316656,0.11230800017221555,0.10867452277658696,2025-11-01 01:00:00
0.08924901353259684,0.08499566369270395,0.08455632424128974,0.08235533853215385,0.0872998232234959,0.10995595701316656,0.11230800017221555,0.10867452277658696,2025-12-01 01:00:00
0.08924901353259684,0.08499566369270395,0.08455632424128974,0.08235533853215385,0.0872998232234959,0.10995595701316656,0.11230800017221555,0.10867452277658696,2026-01-01 01:00:00
0.08924901353259684,0.08499566369270395,0.08455632424128974,0.08235533853215385,0.0872998232234959,0.10995595701316656,0.11230800017221555,0.10867452277658696,2026-02-01 01:00:00
0.08924901353259684,0.08499566369270395,0.08455632424128974,0.08235533853215385,0.0872998232234959,0.10995595701316656,0.11230800017221555,0.10867452277658696,2026-03-01 01:00:00
0.08924901353259684,0.08499566369270395,0.08455632424128974,0.08235533853215385,0.0872998232234959,0.10995595701316656,0.11230800017221555,0.10867452277658696,2026-04-01 01:00:00
0.08924901353259684,0.08499566369270395,0.08455632424128974,0.08235533853215385,0.0872998232234959,0.10995595701316656,0.11230800017221555,0.10867452277658696,2026-05-01 01:00:00
0.07476098701609883,0.08111759237511135,0.08055158061108511,0.07503147854282179,0.0821201776043868,0.11083834887651148,0.11342331967517874,0.1094327945527768,2026-06-01 01:00:00
0.07476098701609883,0.08111759237511135,0.08055158061108511,0.07503147854282179,0.0821201776043868,0.11083834887651148,0.11342331967517874,0.1094327945527768,2026-07-01 01:00:00
0.07476098701609883,0.08111759237511135,0.08055158061108511,0.07503147854282179,0.0821201776043868,0.11083834887651148,0.11342331967517874,0.1094327945527768,2026-08-01 01:00:00
0.07476098701609883,0.08111759237511135,0.08055158061108511,0.07503147854282179,0.0821201776043868,0.11083834887651148,0.11342331967517874,0.1094327945527768,2026-09-01 01:00:00
0.09499947843455038,0.09101764992962691,0.09054718305341465,0.08819025638126682,0.09458442866291485,0.11978489533440043,0.12234718710359431,0.11838891397899079,2026-10-01 01:00:00
0.09499947843455038,0.09101764992962691,0.09054718305341465,0.08819025638126682,0.09458442866291485,0.11978489533440043,0.12234718710359431,0.11838891397899079,2026-11-01 01:00:00
0.09499947843455038,0.09101764992962691,0.09054718305341465,0.08819025638126682,0.09458442866291485,0.11978489533440043,0.12234718710359431,0.11838891397899079,2026-12-01 01:00:00
0.09499947843455038,0.09101764992962691,0.09054718305341465,0.08819025638126682,0.09458442866291485,0.11978489533440043,0.12234718710359431,0.11838891397899079,2027-01-01 01:00:00
0.09499947843455038,0.09101764992962691,0.09054718305341465,0.08819025638126682,0.09458442866291485,0.11978489533440043,0.12234718710359431,0.11838891397899079,2027-02-01 01:00:00
0.09499947843455038,0.09101764992962691,0.09054718305341465,0.08819025638126682,0.09458442866291485,0.11978489533440043,0.12234718710359431,0.11838891397899079,2027-03-01 01:00:00
