ComEd Basic Electric Service Residential PJM Services Charge (PSC),ComEd Basic Electric Service Demand Non-Electric Space Heating PJM Services Charge (PSC),ComEd Basic Electric Service Watt-Hour Non-Electric Space Heating PJM Services Charge (PSC),ComEd Basic Electric Service Non-Residential Electric Space Heating PJM Services Charge (PSC),Ameren Illinois Residential Residential Rider TS - DS1,Ameren Illinois Small Commercial Small Commercial Rider TS - DS2,DATE
0.022848746851119577,0.022817447197898865,0.022817447197898865,0.022817447197898865,0.03642453764593733,0.03660467878167391,2038-07-01 01:00:00
0.022848746851119577,0.022817447197898865,0.022817447197898865,0.022817447197898865,0.03642453764593733,0.03660467878167391,2038-08-01 01:00:00
0.022817447197898865,0.022770497718067793,0.022770497718067793,0.022770497718067793,0.03642453764593733,0.03660467878167391,2038-09-01 01:00:00
0.022817447197898865,0.022770497718067793,0.022770497718067793,0.022770497718067793,0.03642453764593733,0.03660467878167391,2038-10-01 01:00:00
0.022817447197898865,0.022770497718067793,0.022770497718067793,0.022770497718067793,0.03642453764593733,0.03660467878167391,2038-11-01 01:00:00
0.022817447197898865,0.022770497718067793,0.022770497718067793,0.022770497718067793,0.03642453764593733,0.03660467878167391,2038-12-01 01:00:00
0.022889274472712925,0.022842177200135327,0.022842177200135327,0.022842177200135327,0.02877735576564576,0.028924742991077987,2039-01-01 01:00:00
0.022889274472712925,0.022842177200135327,0.022842177200135327,0.022842177200135327,0.02877735576564576,0.028924742991077987,2039-02-01 01:00:00
0.022889274472712925,0.022842177200135327,0.022842177200135327,0.022842177200135327,0.02877735576564576,0.028924742991077987,2039-03-01 01:00:00
0.022889274472712925,0.022842177200135327,0.022842177200135327,0.022842177200135327,0.02877735576564576,0.028924742991077987,2039-04-01 01:00:00
0.022889274472712925,0.022842177200135327,0.022842177200135327,0.022842177200135327,0.02877735576564576,0.028924742991077987,2039-05-01 01:00:00
0.023605676105139875,0.023573339562530094,0.023573339562530094,0.023573339562530094,0.03725212122799981,0.03743635525979011,2039-06-01 01:00:00
0.023605676105139875,0.023573339562530094,0.023573339562530094,0.023573339562530094,0.03725212122799981,0.03743635525979011,2039-07-01 01:00:00
0.023605676105139875,0.023573339562530094,0.023573339562530094,0.023573339562530094,0.03725212122799981,0.03743635525979011,2039-08-01 01:00:00
0.023573339562530094,0.023524834748615418,0.023524834748615418,0.023524834748615418,0.03725212122799981,0.03743635525979011,2039-09-01 01:00:00
0.023573339562530094,0.023524834748615418,0.023524834748615418,0.023524834748615418,0.03725212122799981,0.03743635525979011,2039-10-01 01:00:00
0.023573339562530094,0.023524834748615418,0.023524834748615418,0.023524834748615418,0.03725212122799981,0.03743635525979011,2039-11-01 01:00:00
0.023573339562530094,0.023524834748615418,0.023524834748615418,0.023524834748615418,0.03725212122799981,0.03743635525979011,2039-12-01 01:00:00
